nitiji,kennsuu,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:30,19:00,23:59
2019/9/1,1,,,,,,,,,,,,,,,,,,,
2019/9/2,1,,,,,,,,,,,,,,,,,,,
2019/9/3,1,,,,,,,,,,,,,,,,,,,
2019/9/4,1,,,,,,,,,,,,,,,,,,,
2019/9/5,1,,,,,,,,,,,,,,,,,,,
2019/9/6,1,,,,,,,,,,,,,,,,,,,
2019/9/7,1,,,,,,,,,,,,,,,,,,,
2019/9/8,1,,,,,,,,,,,,,,,,,,,
2019/9/9,1,,,,,,,,,,,,,,,,,,,
2019/9/10,1,,,,,,,,,,,,,,,,,,,
2019/9/11,1,,,,,,,,,,,,,,,,,,,
2019/9/12,1,,,,,,,,,,,,,,,,,,,
2019/9/13,1,,,,,,,,,,,,,,,,,,,
2019/9/14,1,,,,,,,,,,,,,,,,,,,
2019/9/15,1,,,,,,,,,,,,,,,,,,,
2019/9/16,1,,,,,,,,,,,,,,,,,,,
2019/9/17,1,,,,,,,,,,,,,,,,,,,
2019/9/18,1,,,,,,,,,,,,,,,,,,,
2019/9/19,1,,,,,,,,,,,,,,,,,,,
2019/9/20,1,,,,,,,,,,,,,,,,,,,
2019/9/21,1,,,,,,,,,,,,,,,,,,,
2019/9/22,1,,,,,,,,,,,,,,,,,,,
2019/9/23,1,,,,,,,,,,,,,,,,,,,
2019/9/24,1,,,,,,,,,,,,,,,,,,,
2019/9/25,1,,,,,,,,,,,,,,,,,,,
2019/9/26,1,,,,,,,,,,,,,,,,,,,
2019/9/27,1,,,,,,,,,,,,,,,,,,,
2019/9/28,1,,,,,,,,,,,,,,,,,,,
2019/9/29,1,,,,,,,,,,,,,,,,,,,
2019/9/30,1,,,,,,,,,,,,,,,,,,,
